Time elapsed was 108776657ns or 0.108776657s
Time elapsed was 108497429ns or 0.108497429s
Time elapsed was 108131733ns or 0.108131733s
Time elapsed was 108396253ns or 0.108396253s
Time elapsed was 109833711ns or 0.109833711s
Time elapsed was 108421788ns or 0.108421788s
Time elapsed was 107831855ns or 0.107831855s
Time elapsed was 108254613ns or 0.108254613s
Time elapsed was 107494052ns or 0.107494052s
Time elapsed was 107971053ns or 0.107971053s
